city,year,month,type,value
Laredo,2006,7,sales,109
Laredo,2006,7,price,135500
Laredo,2006,8,sales,121
Laredo,2006,8,price,128800
Laredo,2006,9,sales,91
Laredo,2006,9,price,159200
Laredo,2006,10,sales,99
Laredo,2006,10,price,139400
Laredo,2006,11,sales,84
Laredo,2006,11,price,137800
Laredo,2006,12,sales,80
Laredo,2006,12,price,130000
Laredo,2007,1,sales,67
Laredo,2007,1,price,130000
Laredo,2007,2,sales,69
Laredo,2007,2,price,133800
Laredo,2007,3,sales,95
Laredo,2007,3,price,129100
Laredo,2007,4,sales,87
Laredo,2007,4,price,153800
Laredo,2007,5,sales,111
Laredo,2007,5,price,118200
Laredo,2007,6,sales,109
Laredo,2007,6,price,142500
Laredo,2007,7,sales,75
Laredo,2007,7,price,138800
Laredo,2007,8,sales,102
Laredo,2007,8,price,135000
Laredo,2007,9,sales,87
Laredo,2007,9,price,150800
Laredo,2007,10,sales,94
Laredo,2007,10,price,136400
Laredo,2007,11,sales,85
Laredo,2007,11,price,140900
Laredo,2007,12,sales,74
Laredo,2007,12,price,122000
Laredo,2008,1,sales,72
Laredo,2008,1,price,106700
Laredo,2008,2,sales,68
Laredo,2008,2,price,132000
Laredo,2008,3,sales,84
Laredo,2008,3,price,124400
Laredo,2008,4,sales,83
Laredo,2008,4,price,120800
Laredo,2008,5,sales,82
Laredo,2008,5,price,117500
Laredo,2008,6,sales,98
Laredo,2008,6,price,116400
Laredo,2008,7,sales,82
Laredo,2008,7,price,120000
Laredo,2008,8,sales,89
Laredo,2008,8,price,130000
Laredo,2008,9,sales,90
Laredo,2008,9,price,137500
Laredo,2008,10,sales,93
Laredo,2008,10,price,111200
Laredo,2008,11,sales,68
Laredo,2008,11,price,115600
Laredo,2008,12,sales,79
Laredo,2008,12,price,124200
Laredo,2009,1,sales,57
Laredo,2009,1,price,110000
Laredo,2009,2,sales,64
Laredo,2009,2,price,117800
Laredo,2009,3,sales,76
Laredo,2009,3,price,112000
Laredo,2009,4,sales,94
Laredo,2009,4,price,118300
Laredo,2009,5,sales,78
Laredo,2009,5,price,120000
Laredo,2009,6,sales,82
Laredo,2009,6,price,131400
Laredo,2009,7,sales,98
Laredo,2009,7,price,122200
Laredo,2009,8,sales,89
Laredo,2009,8,price,117700
Laredo,2009,9,sales,84
Laredo,2009,9,price,NA
Laredo,2009,10,sales,82
Laredo,2009,10,price,NA
Laredo,2009,11,sales,86
Laredo,2009,11,price,126700
Laredo,2009,12,sales,94
Laredo,2009,12,price,117100
Laredo,2010,1,sales,65
Laredo,2010,1,price,109000
Laredo,2010,2,sales,66
Laredo,2010,2,price,105700
Laredo,2010,3,sales,76
Laredo,2010,3,price,128000
Laredo,2010,4,sales,93
Laredo,2010,4,price,123800
Laredo,2010,5,sales,125
Laredo,2010,5,price,107200
Laredo,2010,6,sales,117
Laredo,2010,6,price,115600
Laredo,2010,7,sales,75
Laredo,2010,7,price,120900
Laredo,2010,8,sales,90
Laredo,2010,8,price,117100
Laredo,2010,9,sales,74
Laredo,2010,9,price,115000
Laredo,2010,10,sales,75
Laredo,2010,10,price,97900
Laredo,2010,11,sales,79
Laredo,2010,11,price,132200
Laredo,2010,12,sales,78
Laredo,2010,12,price,126700
Laredo,2011,1,sales,54
Laredo,2011,1,price,140000
Laredo,2011,2,sales,66
Laredo,2011,2,price,126700
Laredo,2011,3,sales,101
Laredo,2011,3,price,121400
Laredo,2011,4,sales,102
Laredo,2011,4,price,115000
Laredo,2011,5,sales,80
Laredo,2011,5,price,105000
Laredo,2011,6,sales,87
Laredo,2011,6,price,131200
Laredo,2011,7,sales,98
Laredo,2011,7,price,110000
Laredo,2011,8,sales,100
Laredo,2011,8,price,127500
Laredo,2011,9,sales,91
Laredo,2011,9,price,130000
Laredo,2011,10,sales,75
Laredo,2011,10,price,130000
Laredo,2011,11,sales,65
Laredo,2011,11,price,123800
Laredo,2011,12,sales,74
Laredo,2011,12,price,130900
Laredo,2012,1,sales,78
Laredo,2012,1,price,123600
Laredo,2012,2,sales,63
Laredo,2012,2,price,125000
Laredo,2012,3,sales,84
Laredo,2012,3,price,140000
Laredo,2012,4,sales,88
Laredo,2012,4,price,132900
Laredo,2012,5,sales,94
Laredo,2012,5,price,110000
Laredo,2012,6,sales,110
Laredo,2012,6,price,124600
Laredo,2012,7,sales,83
Laredo,2012,7,price,147100
Laredo,2012,8,sales,92
Laredo,2012,8,price,140000
Laredo,2012,9,sales,79
Laredo,2012,9,price,154200
Laredo,2012,10,sales,106
Laredo,2012,10,price,145000
Laredo,2012,11,sales,88
Laredo,2012,11,price,142200
Laredo,2012,12,sales,84
Laredo,2012,12,price,132500
Laredo,2013,1,sales,88
Laredo,2013,1,price,121800
Laredo,2013,2,sales,77
Laredo,2013,2,price,131000
Laredo,2013,3,sales,95
Laredo,2013,3,price,122500
Laredo,2013,4,sales,102
Laredo,2013,4,price,135600
Laredo,2013,5,sales,74
Laredo,2013,5,price,130000
Laredo,2013,6,sales,95
Laredo,2013,6,price,142300
Laredo,2013,7,sales,108
Laredo,2013,7,price,150000
Laredo,2013,8,sales,113
Laredo,2013,8,price,137300
Laredo,2013,9,sales,94
Laredo,2013,9,price,144000
Laredo,2013,10,sales,85
Laredo,2013,10,price,162500
Laredo,2013,11,sales,86
Laredo,2013,11,price,135000
Laredo,2013,12,sales,88
Laredo,2013,12,price,140000
Laredo,2014,1,sales,64
Laredo,2014,1,price,137100
Laredo,2014,2,sales,76
Laredo,2014,2,price,152700
Laredo,2014,3,sales,101
Laredo,2014,3,price,158900
Laredo,2014,4,sales,98
Laredo,2014,4,price,123300
Laredo,2014,5,sales,111
Laredo,2014,5,price,142700
Laredo,2014,6,sales,119
Laredo,2014,6,price,142300
Laredo,2014,7,sales,105
Laredo,2014,7,price,139200
Laredo,2014,8,sales,108
Laredo,2014,8,price,135000
Laredo,2014,9,sales,95
Laredo,2014,9,price,168800
Laredo,2014,10,sales,95
Laredo,2014,10,price,143300
Laredo,2014,11,sales,87
Laredo,2014,11,price,149300
Laredo,2014,12,sales,111
Laredo,2014,12,price,145300
Laredo,2015,1,sales,82
Laredo,2015,1,price,136200
Laredo,2015,2,sales,87
Laredo,2015,2,price,141000
Laredo,2015,3,sales,98
Laredo,2015,3,price,142900
Laredo,2015,4,sales,116
Laredo,2015,4,price,149200
Laredo,2015,5,sales,112
Laredo,2015,5,price,154500
Laredo,2015,6,sales,106
Laredo,2015,6,price,154300
Laredo,2015,7,sales,105
Laredo,2015,7,price,151800
Longview-Marshall,2000,1,sales,73
Longview-Marshall,2000,1,price,68100
Longview-Marshall,2000,2,sales,100
Longview-Marshall,2000,2,price,85700
Longview-Marshall,2000,3,sales,135
Longview-Marshall,2000,3,price,81100
Longview-Marshall,2000,4,sales,138
Longview-Marshall,2000,4,price,78700
Longview-Marshall,2000,5,sales,141
Longview-Marshall,2000,5,price,82700
Longview-Marshall,2000,6,sales,188
Longview-Marshall,2000,6,price,82500
Longview-Marshall,2000,7,sales,NA
Longview-Marshall,2000,7,price,NA
Longview-Marshall,2000,8,sales,182
Longview-Marshall,2000,8,price,80600
Longview-Marshall,2000,9,sales,147
Longview-Marshall,2000,9,price,79100
Longview-Marshall,2000,10,sales,124
Longview-Marshall,2000,10,price,90000
Longview-Marshall,2000,11,sales,134
Longview-Marshall,2000,11,price,78900
Longview-Marshall,2000,12,sales,125
Longview-Marshall,2000,12,price,81700
Longview-Marshall,2001,1,sales,77
Longview-Marshall,2001,1,price,69400
Longview-Marshall,2001,2,sales,107
Longview-Marshall,2001,2,price,83900
Longview-Marshall,2001,3,sales,167
Longview-Marshall,2001,3,price,80900
Longview-Marshall,2001,4,sales,178
Longview-Marshall,2001,4,price,83300
Longview-Marshall,2001,5,sales,179
Longview-Marshall,2001,5,price,88000
Longview-Marshall,2001,6,sales,205
Longview-Marshall,2001,6,price,81600
Longview-Marshall,2001,7,sales,160
Longview-Marshall,2001,7,price,82900
Longview-Marshall,2001,8,sales,181
Longview-Marshall,2001,8,price,86900
Longview-Marshall,2001,9,sales,145
Longview-Marshall,2001,9,price,79700
Longview-Marshall,2001,10,sales,142
Longview-Marshall,2001,10,price,82000
Longview-Marshall,2001,11,sales,NA
Longview-Marshall,2001,11,price,NA
Longview-Marshall,2001,12,sales,145
Longview-Marshall,2001,12,price,79700
Longview-Marshall,2002,1,sales,110
Longview-Marshall,2002,1,price,93300
Longview-Marshall,2002,2,sales,NA
Longview-Marshall,2002,2,price,NA
Longview-Marshall,2002,3,sales,NA
Longview-Marshall,2002,3,price,NA
Longview-Marshall,2002,4,sales,NA
Longview-Marshall,2002,4,price,NA
Longview-Marshall,2002,5,sales,NA
Longview-Marshall,2002,5,price,NA
Longview-Marshall,2002,6,sales,NA
Longview-Marshall,2002,6,price,NA
Longview-Marshall,2002,7,sales,174
Longview-Marshall,2002,7,price,86000
Longview-Marshall,2002,8,sales,NA
Longview-Marshall,2002,8,price,NA
Longview-Marshall,2002,9,sales,NA
Longview-Marshall,2002,9,price,NA
Longview-Marshall,2002,10,sales,NA
Longview-Marshall,2002,10,price,NA
Longview-Marshall,2002,11,sales,NA
Longview-Marshall,2002,11,price,NA
Longview-Marshall,2002,12,sales,150
Longview-Marshall,2002,12,price,87000
Longview-Marshall,2003,1,sales,127
Longview-Marshall,2003,1,price,85000
Longview-Marshall,2003,2,sales,108
Longview-Marshall,2003,2,price,90000
Longview-Marshall,2003,3,sales,137
Longview-Marshall,2003,3,price,87800
Longview-Marshall,2003,4,sales,144
Longview-Marshall,2003,4,price,85000
Longview-Marshall,2003,5,sales,179
Longview-Marshall,2003,5,price,86400
Longview-Marshall,2003,6,sales,209
Longview-Marshall,2003,6,price,92100
Longview-Marshall,2003,7,sales,179
Longview-Marshall,2003,7,price,87200
Longview-Marshall,2003,8,sales,190
Longview-Marshall,2003,8,price,101800
Longview-Marshall,2003,9,sales,188
Longview-Marshall,2003,9,price,89600
Longview-Marshall,2003,10,sales,173
Longview-Marshall,2003,10,price,85300
Longview-Marshall,2003,11,sales,109
Longview-Marshall,2003,11,price,91700
Longview-Marshall,2003,12,sales,174
Longview-Marshall,2003,12,price,91800
Longview-Marshall,2004,1,sales,115
Longview-Marshall,2004,1,price,82900
Longview-Marshall,2004,2,sales,157
Longview-Marshall,2004,2,price,101200
Longview-Marshall,2004,3,sales,185
Longview-Marshall,2004,3,price,88800
Longview-Marshall,2004,4,sales,212
Longview-Marshall,2004,4,price,91400
Longview-Marshall,2004,5,sales,214
Longview-Marshall,2004,5,price,88200
Longview-Marshall,2004,6,sales,234
Longview-Marshall,2004,6,price,98100
Longview-Marshall,2004,7,sales,230
Longview-Marshall,2004,7,price,102200
Longview-Marshall,2004,8,sales,233
Longview-Marshall,2004,8,price,104100
Longview-Marshall,2004,9,sales,190
Longview-Marshall,2004,9,price,86900
Longview-Marshall,2004,10,sales,172
Longview-Marshall,2004,10,price,100000
Longview-Marshall,2004,11,sales,150
Longview-Marshall,2004,11,price,87000
Longview-Marshall,2004,12,sales,191
Longview-Marshall,2004,12,price,95600
Longview-Marshall,2005,1,sales,161
Longview-Marshall,2005,1,price,88100
Longview-Marshall,2005,2,sales,163
Longview-Marshall,2005,2,price,88800
Longview-Marshall,2005,3,sales,173
Longview-Marshall,2005,3,price,99600
Longview-Marshall,2005,4,sales,226
Longview-Marshall,2005,4,price,96200
Longview-Marshall,2005,5,sales,218
Longview-Marshall,2005,5,price,101600
Longview-Marshall,2005,6,sales,255
Longview-Marshall,2005,6,price,100400
Longview-Marshall,2005,7,sales,229
Longview-Marshall,2005,7,price,109300
Longview-Marshall,2005,8,sales,292
Longview-Marshall,2005,8,price,101700
Longview-Marshall,2005,9,sales,191
Longview-Marshall,2005,9,price,101500
Longview-Marshall,2005,10,sales,220
Longview-Marshall,2005,10,price,104700
Longview-Marshall,2005,11,sales,183
Longview-Marshall,2005,11,price,110000
Longview-Marshall,2005,12,sales,185
Longview-Marshall,2005,12,price,96500
Longview-Marshall,2006,1,sales,139
Longview-Marshall,2006,1,price,91200
Longview-Marshall,2006,2,sales,197
Longview-Marshall,2006,2,price,101200
Longview-Marshall,2006,3,sales,250
Longview-Marshall,2006,3,price,111500
Longview-Marshall,2006,4,sales,220
Longview-Marshall,2006,4,price,117100
Longview-Marshall,2006,5,sales,258
Longview-Marshall,2006,5,price,108000
Longview-Marshall,2006,6,sales,266
Longview-Marshall,2006,6,price,108100
Longview-Marshall,2006,7,sales,245
Longview-Marshall,2006,7,price,125400
Longview-Marshall,2006,8,sales,257
Longview-Marshall,2006,8,price,127600
Longview-Marshall,2006,9,sales,225
Longview-Marshall,2006,9,price,117500
Longview-Marshall,2006,10,sales,245
Longview-Marshall,2006,10,price,101100
Longview-Marshall,2006,11,sales,190
Longview-Marshall,2006,11,price,111200
Longview-Marshall,2006,12,sales,204
Longview-Marshall,2006,12,price,109500
Longview-Marshall,2007,1,sales,143
Longview-Marshall,2007,1,price,111200
Longview-Marshall,2007,2,sales,204
Longview-Marshall,2007,2,price,110400
Longview-Marshall,2007,3,sales,223
Longview-Marshall,2007,3,price,123600
Longview-Marshall,2007,4,sales,265
Longview-Marshall,2007,4,price,135600
Longview-Marshall,2007,5,sales,265
Longview-Marshall,2007,5,price,126100
Longview-Marshall,2007,6,sales,260
Longview-Marshall,2007,6,price,126500
Longview-Marshall,2007,7,sales,251
Longview-Marshall,2007,7,price,130500
Longview-Marshall,2007,8,sales,267
Longview-Marshall,2007,8,price,119700
Longview-Marshall,2007,9,sales,160
Longview-Marshall,2007,9,price,122400
Longview-Marshall,2007,10,sales,204
Longview-Marshall,2007,10,price,120000
Longview-Marshall,2007,11,sales,196
Longview-Marshall,2007,11,price,125000
Longview-Marshall,2007,12,sales,151
Longview-Marshall,2007,12,price,120600
Longview-Marshall,2008,1,sales,145
Longview-Marshall,2008,1,price,115300
Longview-Marshall,2008,2,sales,169
Longview-Marshall,2008,2,price,114600
Longview-Marshall,2008,3,sales,187
Longview-Marshall,2008,3,price,128300
Longview-Marshall,2008,4,sales,196
Longview-Marshall,2008,4,price,125700
Longview-Marshall,2008,5,sales,219
Longview-Marshall,2008,5,price,126100
Longview-Marshall,2008,6,sales,242
Longview-Marshall,2008,6,price,136000
Longview-Marshall,2008,7,sales,226
Longview-Marshall,2008,7,price,124800
Longview-Marshall,2008,8,sales,216
Longview-Marshall,2008,8,price,123800
Longview-Marshall,2008,9,sales,217
Longview-Marshall,2008,9,price,133100
Longview-Marshall,2008,10,sales,187
Longview-Marshall,2008,10,price,118800
Longview-Marshall,2008,11,sales,134
Longview-Marshall,2008,11,price,121200
Longview-Marshall,2008,12,sales,159
Longview-Marshall,2008,12,price,115900
Longview-Marshall,2009,1,sales,91
Longview-Marshall,2009,1,price,107800
Longview-Marshall,2009,2,sales,132
Longview-Marshall,2009,2,price,118800
Longview-Marshall,2009,3,sales,169
Longview-Marshall,2009,3,price,119400
Longview-Marshall,2009,4,sales,133
Longview-Marshall,2009,4,price,128300
Longview-Marshall,2009,5,sales,186
Longview-Marshall,2009,5,price,132600
Longview-Marshall,2009,6,sales,196
Longview-Marshall,2009,6,price,129100
Longview-Marshall,2009,7,sales,228
Longview-Marshall,2009,7,price,127000
Longview-Marshall,2009,8,sales,174
Longview-Marshall,2009,8,price,130000
Longview-Marshall,2009,9,sales,187
Longview-Marshall,2009,9,price,127200
Longview-Marshall,2009,10,sales,176
Longview-Marshall,2009,10,price,121500
Longview-Marshall,2009,11,sales,202
Longview-Marshall,2009,11,price,120700
Longview-Marshall,2009,12,sales,157
Longview-Marshall,2009,12,price,116500
Longview-Marshall,2010,1,sales,111
Longview-Marshall,2010,1,price,116200
Longview-Marshall,2010,2,sales,116
Longview-Marshall,2010,2,price,120000
Longview-Marshall,2010,3,sales,208
Longview-Marshall,2010,3,price,124200
Longview-Marshall,2010,4,sales,218
Longview-Marshall,2010,4,price,120000
Longview-Marshall,2010,5,sales,221
Longview-Marshall,2010,5,price,131800
Longview-Marshall,2010,6,sales,217
Longview-Marshall,2010,6,price,132700
Longview-Marshall,2010,7,sales,161
Longview-Marshall,2010,7,price,139400
Longview-Marshall,2010,8,sales,213
Longview-Marshall,2010,8,price,128400
Longview-Marshall,2010,9,sales,173
Longview-Marshall,2010,9,price,128600
Longview-Marshall,2010,10,sales,159
Longview-Marshall,2010,10,price,127600
Longview-Marshall,2010,11,sales,142
Longview-Marshall,2010,11,price,122900
Longview-Marshall,2010,12,sales,140
Longview-Marshall,2010,12,price,125300
Longview-Marshall,2011,1,sales,108
Longview-Marshall,2011,1,price,114300
Longview-Marshall,2011,2,sales,113
Longview-Marshall,2011,2,price,124300
Longview-Marshall,2011,3,sales,170
Longview-Marshall,2011,3,price,140000
Longview-Marshall,2011,4,sales,183
Longview-Marshall,2011,4,price,129400
Longview-Marshall,2011,5,sales,170
Longview-Marshall,2011,5,price,129600
Longview-Marshall,2011,6,sales,186
Longview-Marshall,2011,6,price,132700
Longview-Marshall,2011,7,sales,NA
Longview-Marshall,2011,7,price,NA
Longview-Marshall,2011,8,sales,224
Longview-Marshall,2011,8,price,126000
Longview-Marshall,2011,9,sales,197
Longview-Marshall,2011,9,price,126600
Longview-Marshall,2011,10,sales,164
Longview-Marshall,2011,10,price,143000
Longview-Marshall,2011,11,sales,129
Longview-Marshall,2011,11,price,139500
Longview-Marshall,2011,12,sales,160
Longview-Marshall,2011,12,price,148000
Longview-Marshall,2012,1,sales,100
Longview-Marshall,2012,1,price,124000
Longview-Marshall,2012,2,sales,137
Longview-Marshall,2012,2,price,123000
Longview-Marshall,2012,3,sales,186
Longview-Marshall,2012,3,price,137500
Longview-Marshall,2012,4,sales,202
Longview-Marshall,2012,4,price,143100
Longview-Marshall,2012,5,sales,189
Longview-Marshall,2012,5,price,147900
Longview-Marshall,2012,6,sales,222
Longview-Marshall,2012,6,price,140700
Longview-Marshall,2012,7,sales,202
Longview-Marshall,2012,7,price,147400
Longview-Marshall,2012,8,sales,223
Longview-Marshall,2012,8,price,128300
Longview-Marshall,2012,9,sales,223
Longview-Marshall,2012,9,price,128300
Longview-Marshall,2012,10,sales,154
Longview-Marshall,2012,10,price,134100
Longview-Marshall,2012,11,sales,146
Longview-Marshall,2012,11,price,132500
Longview-Marshall,2012,12,sales,134
Longview-Marshall,2012,12,price,131700
Longview-Marshall,2013,1,sales,149
Longview-Marshall,2013,1,price,114500
Longview-Marshall,2013,2,sales,131
Longview-Marshall,2013,2,price,135000
Longview-Marshall,2013,3,sales,203
Longview-Marshall,2013,3,price,139400
Longview-Marshall,2013,4,sales,210
Longview-Marshall,2013,4,price,149200
Longview-Marshall,2013,5,sales,194
Longview-Marshall,2013,5,price,144100
Longview-Marshall,2013,6,sales,209
Longview-Marshall,2013,6,price,147100
Longview-Marshall,2013,7,sales,213
Longview-Marshall,2013,7,price,152100
Longview-Marshall,2013,8,sales,221
Longview-Marshall,2013,8,price,145000
Longview-Marshall,2013,9,sales,191
Longview-Marshall,2013,9,price,141400
Longview-Marshall,2013,10,sales,164
Longview-Marshall,2013,10,price,133300
Longview-Marshall,2013,11,sales,138
Longview-Marshall,2013,11,price,135600
Longview-Marshall,2013,12,sales,177
Longview-Marshall,2013,12,price,138200
Longview-Marshall,2014,1,sales,125
Longview-Marshall,2014,1,price,133100
Longview-Marshall,2014,2,sales,160
Longview-Marshall,2014,2,price,138900
Longview-Marshall,2014,3,sales,206
Longview-Marshall,2014,3,price,135000
Longview-Marshall,2014,4,sales,168
Longview-Marshall,2014,4,price,141700
Longview-Marshall,2014,5,sales,219
Longview-Marshall,2014,5,price,151400
Longview-Marshall,2014,6,sales,223
Longview-Marshall,2014,6,price,134200
Longview-Marshall,2014,7,sales,231
Longview-Marshall,2014,7,price,135800
Longview-Marshall,2014,8,sales,215
Longview-Marshall,2014,8,price,138000
Longview-Marshall,2014,9,sales,199
Longview-Marshall,2014,9,price,146200
Longview-Marshall,2014,10,sales,188
Longview-Marshall,2014,10,price,133000
Longview-Marshall,2014,11,sales,167
Longview-Marshall,2014,11,price,140400
Longview-Marshall,2014,12,sales,209
Longview-Marshall,2014,12,price,149600
Longview-Marshall,2015,1,sales,134
Longview-Marshall,2015,1,price,131400
Longview-Marshall,2015,2,sales,144
Longview-Marshall,2015,2,price,140000
Longview-Marshall,2015,3,sales,216
Longview-Marshall,2015,3,price,154100
Longview-Marshall,2015,4,sales,199
Longview-Marshall,2015,4,price,133900
Longview-Marshall,2015,5,sales,219
Longview-Marshall,2015,5,price,152100
Longview-Marshall,2015,6,sales,254
Longview-Marshall,2015,6,price,149400
Longview-Marshall,2015,7,sales,291
Longview-Marshall,2015,7,price,146100
Lubbock,2000,1,sales,110
Lubbock,2000,1,price,86000
Lubbock,2000,2,sales,182
Lubbock,2000,2,price,82900
Lubbock,2000,3,sales,213
Lubbock,2000,3,price,78200
Lubbock,2000,4,sales,213
Lubbock,2000,4,price,81800
Lubbock,2000,5,sales,240
Lubbock,2000,5,price,82100
Lubbock,2000,6,sales,256
Lubbock,2000,6,price,84200
Lubbock,2000,7,sales,223
Lubbock,2000,7,price,83400
Lubbock,2000,8,sales,243
Lubbock,2000,8,price,82300
Lubbock,2000,9,sales,185
Lubbock,2000,9,price,81600
Lubbock,2000,10,sales,148
Lubbock,2000,10,price,87800
Lubbock,2000,11,sales,137
Lubbock,2000,11,price,73600
Lubbock,2000,12,sales,157
Lubbock,2000,12,price,76600
Lubbock,2001,1,sales,156
Lubbock,2001,1,price,81700
Lubbock,2001,2,sales,166
Lubbock,2001,2,price,77400
Lubbock,2001,3,sales,260
Lubbock,2001,3,price,86200
Lubbock,2001,4,sales,200
Lubbock,2001,4,price,82700
Lubbock,2001,5,sales,253
Lubbock,2001,5,price,84300
Lubbock,2001,6,sales,274
Lubbock,2001,6,price,80600
Lubbock,2001,7,sales,280
Lubbock,2001,7,price,86300
Lubbock,2001,8,sales,260
Lubbock,2001,8,price,83600
Lubbock,2001,9,sales,188
Lubbock,2001,9,price,81100
Lubbock,2001,10,sales,210
Lubbock,2001,10,price,88500
Lubbock,2001,11,sales,169
Lubbock,2001,11,price,86900
Lubbock,2001,12,sales,215
Lubbock,2001,12,price,86500
Lubbock,2002,1,sales,154
Lubbock,2002,1,price,81300
Lubbock,2002,2,sales,218
Lubbock,2002,2,price,80000
Lubbock,2002,3,sales,238
Lubbock,2002,3,price,80500
Lubbock,2002,4,sales,252
Lubbock,2002,4,price,88500
Lubbock,2002,5,sales,330
Lubbock,2002,5,price,88400
Lubbock,2002,6,sales,263
Lubbock,2002,6,price,91600
Lubbock,2002,7,sales,271
Lubbock,2002,7,price,89500
Lubbock,2002,8,sales,297
Lubbock,2002,8,price,92200
Lubbock,2002,9,sales,219
Lubbock,2002,9,price,92400
Lubbock,2002,10,sales,221
Lubbock,2002,10,price,88900
Lubbock,2002,11,sales,186
Lubbock,2002,11,price,85700
Lubbock,2002,12,sales,244
Lubbock,2002,12,price,92100
Lubbock,2003,1,sales,172
Lubbock,2003,1,price,88700
Lubbock,2003,2,sales,186
Lubbock,2003,2,price,87200
Lubbock,2003,3,sales,216
Lubbock,2003,3,price,92600
Lubbock,2003,4,sales,291
Lubbock,2003,4,price,92800
Lubbock,2003,5,sales,301
Lubbock,2003,5,price,88900
Lubbock,2003,6,sales,267
Lubbock,2003,6,price,94500
Lubbock,2003,7,sales,301
Lubbock,2003,7,price,99300
Lubbock,2003,8,sales,362
Lubbock,2003,8,price,98700
Lubbock,2003,9,sales,247
Lubbock,2003,9,price,105700
Lubbock,2003,10,sales,241
Lubbock,2003,10,price,91500
Lubbock,2003,11,sales,193
Lubbock,2003,11,price,100500
Lubbock,2003,12,sales,238
Lubbock,2003,12,price,96100
Lubbock,2004,1,sales,146
Lubbock,2004,1,price,89200
Lubbock,2004,2,sales,170
Lubbock,2004,2,price,94400
Lubbock,2004,3,sales,229
Lubbock,2004,3,price,94500
Lubbock,2004,4,sales,247
Lubbock,2004,4,price,92800
Lubbock,2004,5,sales,330
Lubbock,2004,5,price,93900
Lubbock,2004,6,sales,339
Lubbock,2004,6,price,98800
Lubbock,2004,7,sales,358
Lubbock,2004,7,price,100400
Lubbock,2004,8,sales,300
Lubbock,2004,8,price,95800
Lubbock,2004,9,sales,183
Lubbock,2004,9,price,96600
Lubbock,2004,10,sales,183
Lubbock,2004,10,price,101700
Lubbock,2004,11,sales,191
Lubbock,2004,11,price,101300
Lubbock,2004,12,sales,222
Lubbock,2004,12,price,100600
Lubbock,2005,1,sales,154
Lubbock,2005,1,price,86500
Lubbock,2005,2,sales,192
Lubbock,2005,2,price,95000
Lubbock,2005,3,sales,260
Lubbock,2005,3,price,96700
Lubbock,2005,4,sales,300
Lubbock,2005,4,price,98600
Lubbock,2005,5,sales,318
Lubbock,2005,5,price,99500
Lubbock,2005,6,sales,338
Lubbock,2005,6,price,105000
Lubbock,2005,7,sales,371
Lubbock,2005,7,price,99900
Lubbock,2005,8,sales,349
Lubbock,2005,8,price,93300
Lubbock,2005,9,sales,261
Lubbock,2005,9,price,98300
Lubbock,2005,10,sales,262
Lubbock,2005,10,price,101900
Lubbock,2005,11,sales,224
Lubbock,2005,11,price,112600
Lubbock,2005,12,sales,214
Lubbock,2005,12,price,98600
Lubbock,2006,1,sales,180
Lubbock,2006,1,price,85400
Lubbock,2006,2,sales,227
Lubbock,2006,2,price,107000
Lubbock,2006,3,sales,277
Lubbock,2006,3,price,94200
Lubbock,2006,4,sales,289
Lubbock,2006,4,price,99000
Lubbock,2006,5,sales,335
Lubbock,2006,5,price,97100
Lubbock,2006,6,sales,349
Lubbock,2006,6,price,100200
Lubbock,2006,7,sales,393
Lubbock,2006,7,price,108500
Lubbock,2006,8,sales,341
Lubbock,2006,8,price,107400
Lubbock,2006,9,sales,234
Lubbock,2006,9,price,101900
Lubbock,2006,10,sales,238
Lubbock,2006,10,price,98500
Lubbock,2006,11,sales,244
Lubbock,2006,11,price,104800
Lubbock,2006,12,sales,228
Lubbock,2006,12,price,103800
Lubbock,2007,1,sales,193
Lubbock,2007,1,price,101000
Lubbock,2007,2,sales,237
Lubbock,2007,2,price,103600
Lubbock,2007,3,sales,327
Lubbock,2007,3,price,102400
Lubbock,2007,4,sales,285
Lubbock,2007,4,price,100300
Lubbock,2007,5,sales,380
Lubbock,2007,5,price,101800
Lubbock,2007,6,sales,373
Lubbock,2007,6,price,107200
Lubbock,2007,7,sales,385
Lubbock,2007,7,price,111900
Lubbock,2007,8,sales,353
Lubbock,2007,8,price,104900
Lubbock,2007,9,sales,214
Lubbock,2007,9,price,97900
Lubbock,2007,10,sales,252
Lubbock,2007,10,price,109400
Lubbock,2007,11,sales,258
Lubbock,2007,11,price,100000
Lubbock,2007,12,sales,228
Lubbock,2007,12,price,101200
Lubbock,2008,1,sales,170
Lubbock,2008,1,price,107700
Lubbock,2008,2,sales,222
Lubbock,2008,2,price,101300
Lubbock,2008,3,sales,299
Lubbock,2008,3,price,104100
Lubbock,2008,4,sales,322
Lubbock,2008,4,price,108400
Lubbock,2008,5,sales,378
Lubbock,2008,5,price,113100
Lubbock,2008,6,sales,376
Lubbock,2008,6,price,107100
Lubbock,2008,7,sales,345
Lubbock,2008,7,price,110000
Lubbock,2008,8,sales,342
Lubbock,2008,8,price,116800
Lubbock,2008,9,sales,247
Lubbock,2008,9,price,113200
Lubbock,2008,10,sales,192
Lubbock,2008,10,price,116400
Lubbock,2008,11,sales,151
Lubbock,2008,11,price,103600
Lubbock,2008,12,sales,201
Lubbock,2008,12,price,116700
Lubbock,2009,1,sales,134
Lubbock,2009,1,price,108200
Lubbock,2009,2,sales,199
Lubbock,2009,2,price,112600
Lubbock,2009,3,sales,258
Lubbock,2009,3,price,108600
Lubbock,2009,4,sales,289
Lubbock,2009,4,price,115200
Lubbock,2009,5,sales,358
